"","x"
"Number of MRMR features","88"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.799862669471716"
"Ridge","0.831521739130435"
"Elastic net","0.815740202536878"
"Random forest","0.933288043478261"
"KDPI","0.53957468246214"
