"","x"
"Number of MRMR features","82"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.799523856088054"
"Ridge","0.829186203466894"
"Elastic net","0.820108695652174"
"Random forest","0.932880434782609"
"KDPI","0.520488565158406"
