"","x"
"Number of MRMR features","28"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.856340417671307"
"Ridge","0.867663043478261"
"Elastic net","0.857054938842635"
"Random forest","0.947826086956522"
"KDPI","0.527168453655176"
