"","x"
"Number of MRMR features","5"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.727201392281387"
"Ridge","0.727884938324377"
"Elastic net","0.743553000664354"
"Random forest","0.888315217391304"
"KDPI","0.514047686075734"
