"","x"
"Number of MRMR features","22"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.793588324922125"
"Ridge","0.788536850400849"
"Elastic net","0.788973567831023"
"Random forest","0.912364130434783"
"KDPI","0.535553766740749"
