"","x"
"Number of MRMR features","19"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","263.482913853093"
"Ridge","263.742100980862"
"Elastic net","271.974662503051"
"Random forest","171.184668340517"
"KDPI","346.960769828944"
