"","x"
"Number of MRMR features","87"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","319.970885168892"
"Ridge","311.639062907051"
"Elastic net","308.882048336161"
"Random forest","167.956587747397"
"KDPI","337.81547398137"
