"","x"
"Number of MRMR features","83"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","328.12818582522"
"Ridge","329.307783814188"
"Elastic net","328.203065858653"
"Random forest","197.986325497705"
"KDPI","338.476469816876"
