"","x"
"Number of MRMR features","28"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","266.123353358723"
"Ridge","276.299175576813"
"Elastic net","274.027997228946"
"Random forest","160.633012587955"
"KDPI","333.385484939815"
