"","x"
"Number of MRMR features","81"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.848686209738934"
"Ridge","0.790407544454723"
"Elastic net","0.811403739370653"
"Random forest","0.928396739130435"
"KDPI","0.520980720883671"
