"","x"
"Number of MRMR features","25"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.844901067224268"
"Ridge","0.853889525314957"
"Elastic net","0.850463469103617"
"Random forest","0.93877036437455"
"KDPI","0.531351250659995"
