"","x"
"Number of MRMR features","77"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.75468602772917"
"Ridge","0.856526823666371"
"Elastic net","0.766032608695652"
"Random forest","0.932880434782609"
"KDPI","0.531865229604299"
