"","x"
"Number of MRMR features","9"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","283.262653054814"
"Ridge","285.077512889571"
"Elastic net","282.39430063443"
"Random forest","163.800610972601"
"KDPI","345.173766038732"
