"","x"
"Number of MRMR features","35"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","309.720367413393"
"Ridge","477.427892280623"
"Elastic net","309.388841655187"
"Random forest","162.767299555172"
"KDPI","338.919616900221"
