"","x"
"Number of MRMR features","36"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","292.035794787411"
"Ridge","464.625616107623"
"Elastic net","296.531725512605"
"Random forest","182.500752078548"
"KDPI","332.22792341927"
