"","x"
"Number of MRMR features","12"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","261.068383582355"
"Ridge","264.546590461129"
"Elastic net","258.244468631851"
"Random forest","157.22976894166"
"KDPI","341.545540164901"
