"","x"
"Number of MRMR features","56"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.842142017912945"
"Ridge","0.369565217391304"
"Elastic net","0.810804311699572"
"Random forest","0.899320652173913"
"KDPI","0.51214513976034"
