"","x"
"Number of MRMR features","7"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.717770606884058"
"Ridge","0.706156322153955"
"Elastic net","0.711001317523057"
"Random forest","0.909239130434783"
"KDPI","0.521423707472505"
