"","x"
"Number of MRMR features","24"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.79551167721093"
"Ridge","0.794890480895916"
"Elastic net","0.801347161733225"
"Random forest","0.914673913043478"
"KDPI","0.525787488908607"
