"","x"
"Number of MRMR features","57"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.80022361865942"
"Ridge","0.815357029099265"
"Elastic net","0.84741847826087"
"Random forest","0.902309782608696"
"KDPI","0.519066327904159"
