"","x"
"Number of MRMR features","68"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","315.978164176908"
"Ridge","332.800016187399"
"Elastic net","297.037611168099"
"Random forest","170.580586768288"
"KDPI","338.267356014916"
