"","x"
"Number of MRMR features","43"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","295.381315339244"
"Ridge","343.835762581876"
"Elastic net","295.89033807673"
"Random forest","168.030099928862"
"KDPI","338.918550656252"
