"","x"
"Number of MRMR features","86"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","350.405085703013"
"Ridge","340.845906319628"
"Elastic net","337.222453828765"
"Random forest","170.319436673878"
"KDPI","335.664995180822"
