"","x"
"Number of MRMR features","17"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","317.60816298723"
"Ridge","296.624491094752"
"Elastic net","291.894132840872"
"Random forest","200.792331622463"
"KDPI","334.844970702936"
