"","x"
"Number of MRMR features","67"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","380.62943323441"
"Ridge","368.984108340498"
"Elastic net","347.643597966164"
"Random forest","185.845301342834"
"KDPI","329.525508427396"
