"","x"
"Number of MRMR features","49"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","369.128512546965"
"Ridge","349.923311054207"
"Elastic net","335.810912296656"
"Random forest","166.824493176949"
"KDPI","331.4014598979"
