"","x"
"Number of MRMR features","20"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.748160370218759"
"Ridge","0.76435668359215"
"Elastic net","0.767524679763036"
"Random forest","0.923369565217391"
"KDPI","0.540378217382392"
