"","x"
"Number of MRMR features","86"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.837811980979683"
"Ridge","0.827871232514906"
"Elastic net","0.704803185207057"
"Random forest","0.904483695652174"
"KDPI","0.53103506193771"
