"","x"
"Number of MRMR features","71"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.827173913043478"
"Ridge","0.809641264532569"
"Elastic net","0.829379198346497"
"Random forest","0.899864130434783"
"KDPI","0.538403052261748"
