"","x"
"Number of MRMR features","27"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.7241930171278"
"Ridge","0.724726644019213"
"Elastic net","0.728260869565217"
"Random forest","0.921432394598156"
"KDPI","0.520955972154372"
