"","x"
"Number of MRMR features","92"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.748369565217391"
"Ridge","0.315520396966733"
"Elastic net","0.3199090085639"
"Random forest","0.901766304347826"
"KDPI","0.521675741607125"
