"","x"
"Number of MRMR features","20"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.744379223261211"
"Ridge","0.754645167979564"
"Elastic net","0.754556422535807"
"Random forest","0.91508152173913"
"KDPI","0.529610419509347"
