"","x"
"Number of MRMR features","38"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.882018005216407"
"Ridge","0.846940691950062"
"Elastic net","0.846453238224638"
"Random forest","0.937771739130435"
"KDPI","0.527096217832819"
