"","x"
"Number of MRMR features","9"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.812342573633097"
"Ridge","0.817068558743884"
"Elastic net","0.813343028660982"
"Random forest","0.919591979578393"
"KDPI","0.511413043478261"
