"","x"
"Number of MRMR features","81"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.733690261247141"
"Ridge","0.839673913043478"
"Elastic net","0.776802866229466"
"Random forest","0.902989130434783"
"KDPI","0.528397974137247"
