"","x"
"Number of MRMR features","25"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","275.851900445923"
"Ridge","275.610598076327"
"Elastic net","281.493674145014"
"Random forest","160.452968375462"
"KDPI","336.420507662509"
