"","x"
"Number of MRMR features","43"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","317.771104381767"
"Ridge","314.596791168944"
"Elastic net","303.706516032783"
"Random forest","190.217740441615"
"KDPI","333.514794077946"
