"","x"
"Number of MRMR features","40"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","310.364212338223"
"Ridge","305.019687015832"
"Elastic net","302.789829531737"
"Random forest","176.603719975018"
"KDPI","336.155827542834"
