"","x"
"Number of MRMR features","92"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.634805061391206"
"Ridge","0.679544257328138"
"Elastic net","0.667391304347826"
"Random forest","0.909375"
"KDPI","0.535997292786191"
