"","x"
"Number of MRMR features","13"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","268.824220146186"
"Ridge","272.255295408226"
"Elastic net","268.593104430852"
"Random forest","142.846453359639"
"KDPI","335.952275269692"
