"","x"
"Number of MRMR features","78"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","351.054717877951"
"Ridge","347.72451945433"
"Elastic net","327.34951865433"
"Random forest","168.287968744638"
"KDPI","335.30756338798"
