"","x"
"Number of MRMR features","30"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","297.255794073473"
"Ridge","430.553731672208"
"Elastic net","279.954721057817"
"Random forest","188.495634549874"
"KDPI","336.896575994848"
