"","x"
"Number of MRMR features","36"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","315.919445655248"
"Ridge","452.538445949649"
"Elastic net","281.600745035278"
"Random forest","183.786945798109"
"KDPI","327.971497289618"
