"","x"
"Number of MRMR features","44"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","319.748150831394"
"Ridge","443.277128794785"
"Elastic net","283.697855887909"
"Random forest","161.043578767307"
"KDPI","332.16458186854"
