"","x"
"Number of MRMR features","78"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","347.533136367199"
"Ridge","445.8011887791"
"Elastic net","305.86753214435"
"Random forest","175.055540670763"
"KDPI","327.796855862411"
