"","x"
"Number of MRMR features","34"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","275.306751757639"
"Ridge","291.813620840112"
"Elastic net","276.255995254717"
"Random forest","190.66152041338"
"KDPI","338.103238848192"
