"","x"
"Number of MRMR features","81"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","328.818636506274"
"Ridge","338.33699492312"
"Elastic net","331.493225042807"
"Random forest","197.963101139439"
"KDPI","341.433824948352"
