"","x"
"Number of MRMR features","37"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","276.989182650369"
"Ridge","277.602475632643"
"Elastic net","271.753730213049"
"Random forest","152.583958895203"
"KDPI","331.093957195664"
