"","x"
"Number of MRMR features","3"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","274.345995242871"
"Ridge","270.825043090861"
"Elastic net","273.386953062664"
"Random forest","169.108301219209"
"KDPI","331.881450585776"
