"","x"
"Number of MRMR features","83"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","357.759176303136"
"Ridge","336.642287572275"
"Elastic net","309.412799533127"
"Random forest","171.114607292667"
"KDPI","339.073092205754"
