"","x"
"Number of MRMR features","9"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","268.474180158277"
"Ridge","261.635517559216"
"Elastic net","259.792433416403"
"Random forest","155.33350036812"
"KDPI","333.680076286974"
