"","x"
"Number of MRMR features","63"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","312.870865884907"
"Ridge","296.631743601109"
"Elastic net","307.483777805326"
"Random forest","191.196036224403"
"KDPI","340.63411465308"
