"","x"
"Number of MRMR features","41"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.877173913043478"
"Ridge","0.862545174042192"
"Elastic net","0.853580562659846"
"Random forest","0.943478260869565"
"KDPI","0.53343275008837"
