"","x"
"Number of MRMR features","57"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.766500031689694"
"Ridge","0.742163847703095"
"Elastic net","0.765211730072464"
"Random forest","0.901766304347826"
"KDPI","0.519860873636216"
