"","x"
"Number of MRMR features","47"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.840461141458133"
"Ridge","0.739826766304348"
"Elastic net","0.770215540449589"
"Random forest","0.912635869565217"
"KDPI","0.529231275506611"
