"","x"
"Number of MRMR features","64"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.817663043478261"
"Ridge","0.724208551752493"
"Elastic net","0.676197304970055"
"Random forest","0.895652173913043"
"KDPI","0.518103676647455"
