"","x"
"Number of MRMR features","77"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.688669415292354"
"Ridge","0.718929443895477"
"Elastic net","0.668492711475587"
"Random forest","0.89945652173913"
"KDPI","0.510949582606656"
