"","x"
"Number of MRMR features","73"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","326.539471827625"
"Ridge","293.389220333131"
"Elastic net","310.72682875613"
"Random forest","162.471046129475"
"KDPI","331.231920902985"
