"","x"
"Number of MRMR features","11"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","268.830527657076"
"Ridge","260.411844698099"
"Elastic net","260.152782397798"
"Random forest","154.634317624264"
"KDPI","337.304825905383"
