"","x"
"Number of MRMR features","48"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.823097826086957"
"Ridge","0.700416555817371"
"Elastic net","0.758228505129458"
"Random forest","0.91616847826087"
"KDPI","0.54276294042156"
