"","x"
"Number of MRMR features","43"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.827738005997001"
"Ridge","0.731444716580854"
"Elastic net","0.767474387806097"
"Random forest","0.905488205007403"
"KDPI","0.528368332735766"
