"","x"
"Number of MRMR features","33"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.823641304347826"
"Ridge","0.746146700383641"
"Elastic net","0.807990624533094"
"Random forest","0.916304347826087"
"KDPI","0.533062887153245"
