"","x"
"Number of MRMR features","86"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.797282608695652"
"Ridge","0.808285702326873"
"Elastic net","0.796304219344229"
"Random forest","0.895516304347826"
"KDPI","0.51392219483042"
