"","x"
"Number of MRMR features","69"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.81875"
"Ridge","0.793765532344184"
"Elastic net","0.82039980009995"
"Random forest","0.884239130434783"
"KDPI","0.523395322602819"
